,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,id
633,M,Y,Y,1,427500.0,Working,Higher education,Married,House / apartment,-15085,-354,0,0,0,Managers,3.0,-23.0,210
634,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-19867,-720,0,0,1,NaN,1.0,-34.0,611
635,F,N,Y,0,193500.0,State servant,Higher education,Married,House / apartment,-11124,-1159,0,0,0,Core staff,2.0,-15.0,612
636,F,N,Y,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-14010,-3050,0,1,1,Private service staff,1.0,-12.0,613
637,F,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,-9116,-696,1,1,0,Drivers,2.0,-13.0,614
638,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9761,-854,1,1,0,Laborers,4.0,-12.0,615
639,F,N,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-17928,-3243,0,0,0,Laborers,1.0,-42.0,616
640,M,N,Y,2,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11505,-4019,0,0,0,Laborers,3.0,-53.0,617
641,M,N,N,0,360000.0,Working,Incomplete higher,Single / not married,Municipal apartment,-12375,-2773,0,1,1,Laborers,1.0,-6.0,618
642,F,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,-16631,-1724,0,0,0,Sales staff,2.0,0.0,619
643,M,Y,Y,1,157500.0,Working,Higher education,Married,House / apartment,-9599,-2987,0,0,0,Laborers,3.0,-20.0,620
644,M,Y,Y,0,360000.0,Working,Incomplete higher,Married,House / apartment,-9906,-122,1,1,0,Sales staff,2.0,-14.0,621
645,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,With parents,-11176,-3079,1,0,0,NaN,2.0,-13.0,622
646,M,Y,Y,0,135000.0,Working,Lower secondary,Civil marriage,House / apartment,-12522,-193,0,0,0,NaN,2.0,-9.0,623
647,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-15519,-3234,0,0,0,Laborers,1.0,-15.0,130
648,M,Y,Y,1,270000.0,Working,Higher education,Married,House / apartment,-17187,-4327,0,0,0,Managers,3.0,-8.0,624
649,F,Y,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-20228,365243,0,0,0,NaN,2.0,-27.0,625
650,M,Y,Y,1,292500.0,Working,Secondary / secondary special,Married,House / apartment,-16666,-4469,0,1,0,Laborers,3.0,-41.0,626
651,M,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23722,365243,0,0,0,NaN,2.0,-20.0,627
652,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15923,-961,0,0,0,Waiters/barmen staff,2.0,-6.0,628
653,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10238,-3453,0,0,0,Laborers,2.0,-50.0,629
654,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23734,-6067,0,0,0,Managers,2.0,-24.0,630
655,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,-14636,-4690,1,1,0,Laborers,2.0,-55.0,631
656,F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,-12226,-596,0,0,0,Sales staff,4.0,-9.0,632
657,M,Y,N,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14776,-2212,0,0,0,Drivers,4.0,-51.0,633
658,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18381,-734,0,1,0,Medicine staff,2.0,-7.0,634
659,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21688,365243,0,1,0,NaN,1.0,-41.0,635
660,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13116,-857,0,0,0,NaN,3.0,-38.0,636
661,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-17376,-1362,0,0,0,Laborers,1.0,-4.0,637
662,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10765,-2196,0,0,1,NaN,3.0,-28.0,638
663,F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14058,-3694,0,0,0,Realty agents,3.0,-28.0,25
664,M,Y,Y,0,360000.0,Pensioner,Higher education,Single / not married,House / apartment,-22666,365243,0,1,0,NaN,1.0,-10.0,639
665,F,N,N,0,405000.0,Working,Higher education,Married,House / apartment,-16388,-7127,0,0,0,NaN,2.0,-16.0,640
666,M,Y,Y,1,157500.0,Working,Higher education,Married,House / apartment,-9599,-2987,0,0,0,Laborers,3.0,-9.0,620
667,F,N,N,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-14846,-1292,1,1,0,High skill tech staff,2.0,-16.0,641
668,M,N,Y,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,-14123,-3110,1,1,0,Laborers,2.0,-13.0,642
669,F,N,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18449,-9683,0,0,0,NaN,1.0,-39.0,643
670,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20978,365243,0,1,0,NaN,1.0,-47.0,644
671,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15036,-3339,0,0,0,NaN,1.0,-2.0,645
672,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-19993,-181,0,1,0,Sales staff,2.0,-14.0,646
673,F,N,N,1,45000.0,Working,Secondary / secondary special,Married,House / apartment,-13597,-96,0,0,0,Core staff,3.0,-25.0,647
674,F,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14804,-2754,0,0,0,Laborers,1.0,-1.0,648
675,F,N,N,0,162000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-19694,365243,0,0,0,NaN,2.0,-41.0,649
676,M,N,Y,0,157500.0,Commercial associate,Academic degree,Married,House / apartment,-21453,-1854,0,1,0,Managers,2.0,-4.0,650
677,F,N,N,1,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,-14687,-7401,1,1,0,High skill tech staff,3.0,-55.0,495
678,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-14466,-1569,0,1,0,NaN,2.0,-53.0,651
679,M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10910,-2349,1,0,0,Laborers,2.0,-22.0,652
680,F,N,N,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10218,-1740,0,1,0,Security staff,2.0,-6.0,653
681,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13015,-3647,0,0,0,NaN,2.0,-40.0,654
682,M,N,Y,3,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14035,-2875,0,0,0,Laborers,5.0,-46.0,655
683,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-9862,-2135,1,0,0,Laborers,1.0,-37.0,656
684,F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-17880,-9858,0,0,0,Cooking staff,2.0,-29.0,657
685,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16940,-1966,0,0,0,Cleaning staff,1.0,-8.0,658
686,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16625,-2011,0,1,1,Core staff,2.0,-36.0,659
687,F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,-9873,-2086,0,1,1,NaN,1.0,-16.0,660
688,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12483,-4039,0,0,0,Managers,2.0,-33.0,125
689,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19453,-3680,0,0,0,Accountants,2.0,-8.0,661
690,F,N,Y,0,121500.0,Commercial associate,Higher education,Married,House / apartment,-17046,-1410,0,1,0,Accountants,2.0,-60.0,662
691,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14578,-7346,0,0,0,Laborers,2.0,-24.0,663
692,F,N,Y,0,211500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22517,365243,0,0,0,NaN,1.0,-56.0,664
693,F,N,N,0,202500.0,Working,Higher education,Civil marriage,House / apartment,-15309,-5179,1,1,0,Core staff,2.0,-46.0,665
694,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11107,-1953,0,0,0,Core staff,2.0,-16.0,666
695,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19743,-5711,0,0,0,Medicine staff,2.0,-12.0,667
696,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14836,-1740,0,0,0,Security staff,2.0,-8.0,668
697,F,Y,N,1,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10433,-2959,0,0,0,NaN,3.0,-18.0,669
698,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,0,0,0,Core staff,3.0,-30.0,670
699,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17401,-3099,0,1,0,NaN,2.0,-10.0,671
700,F,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20703,-110,1,1,0,Laborers,2.0,-27.0,672
701,F,N,Y,0,450000.0,Working,Higher education,Civil marriage,House / apartment,-17526,-3337,0,0,0,High skill tech staff,2.0,-53.0,673
702,M,Y,Y,0,180000.0,Working,Incomplete higher,Married,House / apartment,-17115,-4599,0,1,0,Laborers,2.0,-38.0,674
703,F,N,N,0,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,-10177,-2339,0,1,0,NaN,2.0,-15.0,675
704,F,N,Y,0,360000.0,State servant,Secondary / secondary special,Married,House / apartment,-19070,-10490,0,0,0,Accountants,2.0,-19.0,676
705,F,N,N,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16306,-4904,1,1,0,Laborers,2.0,-23.0,307
706,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23796,365243,0,1,0,NaN,1.0,-43.0,677
707,M,N,Y,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-9183,-2054,0,0,0,Drivers,3.0,-11.0,678
708,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18179,-2773,0,1,0,Sales staff,2.0,-39.0,679
709,F,N,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-10100,-863,0,0,0,Core staff,2.0,-4.0,680
710,F,N,N,0,157500.0,State servant,Higher education,Married,House / apartment,-11588,-801,1,1,0,Core staff,2.0,-5.0,289
711,F,Y,Y,0,108000.0,Working,Secondary / secondary special,Married,Municipal apartment,-19316,-6039,0,0,0,Core staff,2.0,-49.0,681
712,F,N,N,0,94500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15672,-622,1,0,0,Laborers,1.0,-48.0,682
713,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-19738,-286,1,0,0,Sales staff,2.0,-23.0,683
714,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24303,365243,0,0,0,NaN,1.0,-5.0,684
715,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22882,365243,0,0,0,NaN,1.0,-24.0,685
716,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21497,365243,0,0,0,NaN,1.0,-4.0,120
717,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-15519,-3234,0,0,0,Laborers,1.0,-36.0,130
718,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20843,365243,0,1,0,NaN,2.0,-24.0,686
719,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23408,365243,0,0,0,NaN,2.0,-44.0,687
720,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24001,365243,0,0,0,NaN,2.0,-18.0,688
721,M,Y,N,0,310500.0,Working,Higher education,Single / not married,House / apartment,-9930,-674,0,0,0,Laborers,1.0,-12.0,689
722,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-20924,-1050,0,0,0,Cleaning staff,1.0,-15.0,690
723,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21570,365243,0,0,0,NaN,1.0,-6.0,691
724,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23026,365243,0,0,0,NaN,2.0,-26.0,692
725,M,Y,Y,1,373500.0,State servant,Higher education,Married,Office apartment,-13001,-1213,0,0,0,Core staff,3.0,-54.0,693
726,F,Y,N,1,337500.0,Working,Higher education,Married,House / apartment,-10542,-2607,0,0,0,NaN,3.0,-22.0,694
727,M,Y,Y,1,225000.0,Working,Higher education,Separated,Municipal apartment,-17205,-2055,0,1,0,Security staff,2.0,-35.0,695
728,M,Y,Y,2,315000.0,Working,Higher education,Married,House / apartment,-16856,-1373,0,0,0,Core staff,4.0,-39.0,696
729,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,0,0,0,Core staff,3.0,-60.0,670
730,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15207,-2102,1,1,0,Drivers,3.0,-19.0,697
731,F,Y,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,-10754,-3870,1,1,0,Accountants,1.0,-58.0,698
732,F,N,N,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21041,365243,0,1,0,NaN,2.0,-1.0,699
733,M,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14149,-3093,0,0,0,Laborers,2.0,-22.0,700
734,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,-9100,-1133,0,0,0,Managers,1.0,-31.0,701
735,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14814,-492,0,0,0,Laborers,2.0,-19.0,702
736,M,Y,N,0,427500.0,Working,Higher education,Married,House / apartment,-16691,-1565,1,0,0,Managers,2.0,-24.0,479
737,M,Y,N,1,202500.0,Commercial associate,Higher education,Married,With parents,-9956,-444,0,0,0,Managers,3.0,-6.0,703
738,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20859,365243,0,0,1,NaN,2.0,-20.0,704
739,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-18613,-3883,0,0,0,Laborers,3.0,-41.0,705
740,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12644,-2811,0,0,0,Laborers,2.0,-9.0,706
741,M,Y,N,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-13128,-1392,0,0,0,Laborers,2.0,-19.0,707
742,M,N,N,1,157500.0,Working,Higher education,Married,House / apartment,-12348,-380,0,1,0,NaN,3.0,-20.0,708
743,M,Y,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-15565,-4004,1,1,0,NaN,2.0,-59.0,709
744,M,Y,Y,0,292500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19791,365243,0,0,0,NaN,1.0,-34.0,710
745,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14902,-3837,0,0,0,Laborers,2.0,-15.0,711
746,M,N,N,0,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,-13334,-2829,1,1,0,Laborers,2.0,-52.0,712
747,M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14301,-200,0,1,0,Laborers,3.0,-6.0,713
748,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,-16528,-2531,0,0,0,NaN,2.0,-15.0,714
749,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23758,365243,0,0,0,NaN,2.0,-10.0,715
750,F,N,N,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11734,-2164,0,1,1,High skill tech staff,1.0,-30.0,716
751,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24216,365243,0,0,0,NaN,1.0,-20.0,717
752,F,N,Y,1,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-14574,-964,0,1,1,Medicine staff,3.0,-44.0,718
753,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21497,365243,0,0,0,NaN,1.0,-9.0,120
754,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18463,-7048,0,0,0,Accountants,2.0,-54.0,719
755,F,N,Y,1,171000.0,State servant,Higher education,Separated,House / apartment,-20581,-1751,0,0,0,IT staff,2.0,-16.0,720
756,M,Y,Y,0,135000.0,Working,Academic degree,Married,House / apartment,-22541,-195,0,1,0,NaN,2.0,-39.0,721
757,F,Y,N,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19765,-9925,1,1,0,NaN,1.0,-39.0,722
758,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-10557,-109,0,1,0,Laborers,4.0,-54.0,723
759,M,Y,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-19286,-3489,1,0,0,Security staff,2.0,-13.0,724
760,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20074,-221,0,0,0,Medicine staff,2.0,-28.0,725
761,F,N,Y,1,140850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10855,-321,0,0,0,Sales staff,3.0,-30.0,726
762,F,N,Y,1,157500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-12676,-1350,0,0,0,Waiters/barmen staff,2.0,-16.0,727
763,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,-13689,-1172,0,0,0,Sales staff,3.0,-35.0,423
764,M,Y,Y,1,315000.0,Working,Secondary / secondary special,Separated,House / apartment,-16314,-882,0,0,0,Managers,2.0,-30.0,563
765,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19242,-546,0,0,0,Laborers,2.0,-4.0,728
766,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12009,-1912,0,1,0,Sales staff,1.0,-19.0,729
767,F,N,Y,0,121500.0,Working,Secondary / secondary special,Widow,House / apartment,-17432,-2417,1,1,0,NaN,1.0,-2.0,730
768,F,N,N,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,0,0,0,NaN,2.0,-45.0,561
769,M,Y,Y,0,90900.0,Working,Secondary / secondary special,Married,House / apartment,-21700,-2426,0,0,0,Laborers,2.0,-30.0,40
770,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23286,365243,0,0,0,NaN,1.0,-21.0,731
771,F,Y,Y,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11660,-807,0,0,0,Core staff,3.0,-40.0,732
772,F,N,N,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23299,365243,0,1,0,NaN,1.0,-43.0,733
773,F,N,Y,0,117000.0,Pensioner,Higher education,Married,House / apartment,-18009,365243,0,0,0,NaN,2.0,-11.0,734
774,F,N,Y,0,123750.0,Working,Secondary / secondary special,Married,House / apartment,-16686,-599,0,0,0,Cleaning staff,2.0,-58.0,735
775,F,Y,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-17383,-890,1,1,0,Core staff,2.0,-40.0,736
776,M,N,N,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-10680,-1527,0,1,0,Cooking staff,2.0,-12.0,737
777,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-13202,-2646,1,0,0,Laborers,2.0,-7.0,738
778,F,N,Y,0,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20496,365243,0,0,0,NaN,2.0,-58.0,739
779,M,Y,Y,2,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-15934,-3684,1,0,0,Managers,4.0,-46.0,740
780,M,N,N,0,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-17696,-412,0,0,0,Laborers,2.0,-24.0,741
